Time to generate a test,Time to run a test
7.868999999999999,49.660000000000004
6.6129999999999995,47.711000000000006
0.558,39.684999999999995
3.7230000000000003,45.400000000000006
0.859,43.71
0.574,38.864999999999995
0.44499999999999995,37.648
0.34600000000000003,38.418
7.32,45.195
4.261,58.227000000000004
1.866,40.601
0.44,40.298
4.6579999999999995,42.382000000000005
0.47300000000000003,35.62
1.512,37.034
1.16,35.713
1.0330000000000001,37.271
0.5720000000000001,38.565000000000005
0.40700000000000003,43.812
3.7230000000000003,42.35
4.485,43.872
1.0610000000000002,39.123
0.623,43.702
2.219,73.30499999999999
2.432,45.14
0.825,43.565
33.425999999999995,90.271
11.100999999999999,56.411
0.8720000000000001,63.663
50.942,88.813
1.5130000000000001,51.19
6.7780000000000005,47.552
1.272,43.841
0.49700000000000005,41.576
52.964,89.811
6.22,43.687999999999995
0.28800000000000003,38.098
4.074000000000001,41.5
