1,231.0
2,381.0
3,532.0
4,745.0
4,896.0
4,1056.0
5,1223.0
6,1415.0
7,3251.0
7,3440.0
8,9724.0
8,9903.0
8,11747.0
9,12043.0
10,15230.0
10,15380.0
10,15537.0
10,15708.0
10,15861.0
10,16035.0
10,16221.0
10,18313.0
10,18465.0
10,18721.0
10,18882.0
10,22066.0
10,25312.0
10,25485.0
10,25661.0
11,25817.0
11,25985.0
11,27943.0
11,28416.0
11,31592.0
11,31792.0
12,31947.0
12,32134.999999999996
12,32322.000000000004
12,32534.999999999996
13,32756.999999999996
13,32949.0
13,33150.0
13,33311.0
13,33479.0
13,33891.0
13,34100.0
13,34313.0
13,34479.0
13,34665.0
13,36140.0
13,36484.0
13,36645.0
13,37105.0
13,37554.0
13,40801.0
13,40965.0
13,41120.0
13,41287.0
13,43281.0
13,46523.0
14,46710.0
14,46885.0
14,47069.0
14,47245.0
14,47405.0
14,47551.0
14,47740.0
14,47953.0
14,48116.0
14,48292.0
14,48597.0
14,48822.0
14,52054.0
14,67438.0
14,73673.0
14,73834.0
14,74016.0
14,74195.0
14,74372.0
14,74568.0
14,74846.0
14,75034.0
14,75188.0
14,75361.0
