Time to generate a test,Time to run a test
3.008,35.107
0.423,33.276
2.899,33.235
0.437,32.366
0.34600000000000003,35.611999999999995
0.241,30.474999999999998
40.505,74.49
5.165,35.689
0.241,33.779999999999994
1.1260000000000001,32.5
0.49799999999999994,31.224999999999998
0.9520000000000001,32.289
1.6039999999999999,33.298
18.583,61.312
10.477,41.8
0.583,40.925999999999995
44.763,77.558
12.647,46.004999999999995
0.373,34.041000000000004
0.41800000000000004,33.747
3.565,39.169000000000004
8.203999999999999,78.231
0.296,32.518
0.464,32.474000000000004
0.361,34.732
3.258,37.456
3.166,32.998
26.383,63.36600000000001
2.4299999999999997,37.047
4.074999999999999,80.181
1.526,80.861
25.293,87.458
0.29500000000000004,31.926999999999996
0.347,30.995
0.501,36.492
2.032,32.597
5.014,34.766999999999996
0.406,31.552999999999997
0.301,33.243
24.764000000000003,56.829
0.425,37.446
4.829,41.467999999999996
0.355,33.082
2.805,35.564
0.68,33.67
1.964,33.876000000000005
0.544,34.542
3.028,33.724
0.331,34.676
37.081,70.941
22.488999999999997,56.876999999999995
37.422,72.753
0.354,30.263
2.6870000000000003,33.598000000000006
0.29100000000000004,30.086000000000002
0.481,33.448
5.222,38.202
0.6679999999999999,30.789
0.7240000000000001,35.63
0.447,34.626999999999995
0.265,30.541
7.523000000000001,37.816
0.261,37.662
41.15,74.018
0.313,28.820999999999998
0.372,33.370999999999995
0.47300000000000003,31.602999999999998
25.930000000000003,64.43400000000001
0.525,31.108
5.243,40.974
0.25999999999999995,34.124
5.777,39.157
0.6849999999999999,32.376000000000005
0.241,30.939999999999998
1.2,32.771
5.151,36.492999999999995
3.1380000000000003,36.608000000000004
4.922000000000001,86.38
0.306,30.544999999999998
5.798,36.408
5.885,39.002
5.58,34.257999999999996
0.7929999999999999,32.838
0.251,33.196000000000005
0.976,29.683
0.38499999999999995,32.053
0.432,32.015
0.254,31.335
0.423,30.793
0.333,30.319
0.559,32.229
0.412,31.269
0.347,29.704
0.255,35.196999999999996
0.389,28.493000000000002
0.26699999999999996,34.013
4.8180000000000005,32.841
0.41100000000000003,1700.9019999999998
0.865,254.51800000000003
0.46799999999999997,46.642999999999994
0.292,282.03299999999996
0.281,28.648
0.34600000000000003,29.817
0.6040000000000001,422.0
3.197,81.878
1.211,33.143
5.805000000000001,37.92
0.335,31.319
0.474,29.962
1.2249999999999999,34.705
0.378,30.767
26.224999999999998,61.811
20.961000000000002,52.638
0.29500000000000004,31.253999999999998
0.381,31.181
0.456,31.277
0.41300000000000003,31.703000000000003
5.218,35.879
3.109,35.413
0.306,30.371
2.917,32.919
2.6029999999999998,34.75
5.498,36.998000000000005
0.425,32.389
39.34,68.73
25.579,57.409
2.978,33.21
2.464,32.141999999999996
0.36900000000000005,30.453999999999997
40.147000000000006,70.701
0.512,1534.4009999999998
0.358,198.428
39.967000000000006,169.44799999999998
5.227,34.104
0.472,150.98600000000002
0.25999999999999995,30.003
1.65,50.936
9.214,254.33499999999998
0.38499999999999995,30.302
0.744,178.716
0.27999999999999997,75.117
0.49,114.53099999999999
18.944,82.833
3.303,34.623
2.507,35.755
0.306,57.019
40.004,76.63000000000001
3.081,33.488
0.26699999999999996,33.160000000000004
0.455,36.141
0.891,85.467
0.294,33.919
0.318,33.123
0.34400000000000003,34.009
0.301,32.495000000000005
2.8289999999999997,31.801000000000002
0.378,31.436
39.833,70.13900000000001
39.666,70.203
0.264,30.651999999999997
0.453,35.745
0.265,30.431
5.548,36.176
0.426,31.392999999999997
3.027,31.157
4.381,35.129
4.431,33.882000000000005
5.014,36.208999999999996
7.71,35.809
0.24000000000000002,31.049
4.352,35.245
3.156,33.34
21.735,52.696
0.32899999999999996,28.708000000000002
3.206,37.937
4.4799999999999995,35.227000000000004
21.604000000000003,53.291
4.420999999999999,34.717
0.348,31.822000000000003
0.5569999999999999,30.521
25.654,56.554
0.264,1398.236
45.591,77.126
38.976,70.297
0.31,31.234
0.27399999999999997,186.114
1.288,31.801999999999996
0.379,114.275
0.359,34.134
4.071,48.494
27.252,58.806999999999995
21.529,53.613
1.2080000000000002,88.31700000000001
21.221,112.24000000000001
26.925,84.263
3.1270000000000002,38.939
3.2750000000000004,34.825
5.093,37.688
0.541,32.484
20.654,52.128
0.41100000000000003,32.415
0.277,30.442
3.17,35.457
7.666,36.531
0.299,32.477
5.3660000000000005,35.854
0.251,30.034000000000002
21.672,1897.138
0.309,46.817
5.23,162.00300000000001
1.7810000000000001,97.02
0.384,506.27299999999997
45.523,1881.988
0.382,1511.39
0.448,319.827
8.626,224.51
4.566,38.248
0.32699999999999996,608.49
0.483,1001.391
10.557,70.373
5.398,36.691
2.7399999999999998,34.174
0.417,31.64
3.0509999999999997,37.432
2.806,87.625
0.41300000000000003,33.611000000000004
0.381,30.789
2.99,32.169000000000004
0.35300000000000004,30.852
0.27999999999999997,33.463
26.256999999999998,65.189
0.633,31.703000000000003
2.115,33.764
7.428,39.089
0.647,1925.855
10.831,41.736000000000004
1.031,33.001999999999995
0.27599999999999997,194.554
39.248,100.786
0.372,88.15299999999999
20.7,176.717
1.8159999999999998,65.19800000000001
6.42,38.957
0.24600000000000002,29.249000000000002
0.368,33.804
3.23,33.583
0.46900000000000003,31.386999999999997
0.35,34.921
0.376,30.971
40.723,72.91799999999999
0.43600000000000005,31.93
25.832,60.324999999999996
0.319,31.886
0.29100000000000004,29.019
5.489,35.733000000000004
5.316999999999999,33.984
8.024,39.085
0.41,32.834
5.953,37.760000000000005
0.27599999999999997,30.087
45.022,89.552
3.3249999999999997,37.376
24.309,54.608
0.29500000000000004,31.25
40.07899999999999,71.09400000000001
0.28800000000000003,34.664
5.183,35.98
0.27999999999999997,29.283
0.325,32.461999999999996
0.29500000000000004,1125.065
0.467,32.015
0.35100000000000003,30.379
39.133,73.124
2.1580000000000004,33.449
0.273,29.873
0.48000000000000004,31.052
0.35,35.04
0.528,31.448999999999998
1.428,30.634
0.257,34.933
0.416,30.734
0.464,30.66
0.973,32.737
3.7079999999999997,33.372
0.34600000000000003,29.737
0.958,35.051
0.44,32.512
0.66,30.671
0.44499999999999995,30.478
0.48000000000000004,31.139
0.34600000000000003,32.4
0.363,32.671
4.2059999999999995,44.403
0.28400000000000003,36.518
0.357,34.445
0.506,30.769000000000002
