Time to generate a test,Time to run a test
2.422,64.708
2.976,34.936
0.374,32.614999999999995
0.524,33.671
2.233,59.335
3.444,36.193000000000005
4.123,32.050000000000004
0.40900000000000003,27.166
8.205,52.814
0.432,31.704000000000004
0.386,28.2
0.23299999999999998,32.474000000000004
0.408,29.231
6.026,34.469
4.5409999999999995,52.316
12.33,60.174
0.30200000000000005,33.089
0.23800000000000002,27.224999999999998
2.096,54.522
0.352,38.873
3.9439999999999995,38.629
0.37,31.661
0.501,30.977999999999998
11.588,61.362
0.261,30.831
3.692,36.588
3.44,32.82899999999999
3.378,49.415
0.324,32.583
0.235,31.427999999999997
0.731,30.674
0.53,30.865
0.47,33.693
1.6900000000000002,57.187000000000005
0.408,33.300000000000004
0.25,34.677
5.101,37.495
0.319,29.569000000000003
0.384,33.374
0.297,33.113
6.184,38.705000000000005
0.27099999999999996,33.207
0.4,31.833
0.361,31.823999999999998
1.486,34.798
0.858,34.306000000000004
0.376,34.643
2.541,32.248
0.4,30.161
1.042,32.943
0.316,29.706
0.435,32.413
0.47,34.751999999999995
0.275,33.347
0.34600000000000003,30.609
3.5460000000000003,34.361999999999995
5.57,36.88
0.6579999999999999,31.015
0.355,30.544999999999998
0.428,32.284
3.447,34.893
0.373,33.228
26.286,56.229
2.685,61.817
2.3089999999999997,33.863
2.73,33.813
2.185,33.364
5.425,40.473
0.382,31.655999999999995
0.517,32.876000000000005
2.431,56.300999999999995
0.437,39.974999999999994
42.794,75.25999999999999
0.33399999999999996,29.096
0.294,33.247
0.36000000000000004,31.841
0.317,34.261
16.634,48.408
1.84,30.401
0.347,29.325
0.308,27.755
0.727,31.433999999999997
0.261,30.08
0.408,28.141
3.975,32.692
0.325,31.115000000000002
0.243,43.055
0.328,28.144
0.852,31.692999999999998
1.117,30.839
1.1360000000000001,30.582
0.289,29.955
0.261,30.375
0.666,30.25
0.496,30.968
0.435,36.358000000000004
6.287,39.048
0.352,28.761
10.764,51.73500000000001
3.336,32.912
0.371,31.017
11.404,58.196
2.3930000000000002,36.193999999999996
9.149,40.07899999999999
0.241,31.056
24.663999999999998,54.571
0.38,33.646
0.263,33.12
0.704,31.874
2.801,38.858999999999995
1.6139999999999999,32.925999999999995
0.47800000000000004,34.623
26.628,57.546
