Time to generate a test,Time to run a test
1.666,44.414
4.042,43.625
0.29100000000000004,45.625
6.585999999999999,47.745000000000005
0.29100000000000004,43.333000000000006
27.549,64.955
0.626,37.601
28.022,67.563
6.375,43.195
4.574,45.317
0.34299999999999997,43.323
1.519,44.970000000000006
0.313,38.064
1.299,37.971
1.3519999999999999,39.077
0.367,37.782000000000004
0.75,36.873000000000005
0.746,37.556
0.356,39.309
1.1789999999999998,39.399
0.281,40.028
0.379,40.154
6.43,53.693999999999996
33.08,2033.6660000000002
0.34900000000000003,38.358000000000004
0.449,40.264
0.516,41.309
6.595,52.615
0.326,38.830999999999996
5.614,44.722
0.957,41.528000000000006
5.482,43.708999999999996
4.473999999999999,43.997
0.8099999999999999,38.830000000000005
33.342,73.994
5.806,61.458
6.808,52.039
0.34299999999999997,40.458
6.691,51.748000000000005
0.49299999999999994,42.105
0.4,43.445
52.288000000000004,90.235
32.796,84.37
0.325,55.119
26.949,67.051
0.35300000000000004,39.919999999999995
7.305,49.53
2.5460000000000003,39.652
28.344,69.25099999999999
0.33399999999999996,44.598
52.769999999999996,96.607
4.909,48.667
0.916,39.823
3.143,48.844
9.862,72.66499999999999
0.5419999999999999,59.181999999999995
0.82,2021.5839999999998
6.592,42.831
11.429,57.454
0.756,43.035
1.016,41.702000000000005
0.40900000000000003,39.387
0.40900000000000003,57.957
7.348000000000001,47.451
0.657,41.783
15.166,62.041
5.543,48.154
0.294,47.019999999999996
0.305,41.689
22.52,166.168
1.026,65.264
0.352,40.994
11.487,75.529
34.941,105.156
0.623,46.905
10.413,52.057
12.14,55.059
53.708,93.259
0.758,44.62
0.33,41.050000000000004
6.552,57.534
0.479,67.396
3.317,49.006
0.317,42.787
128.833,168.742
55.254999999999995,93.41499999999999
0.45899999999999996,43.295
16.909,55.580999999999996
1.8159999999999998,41.204
8.716,49.299
12.493,58.227000000000004
7.9590000000000005,59.955
0.404,41.268
0.495,48.704
0.474,40.646
1.639,43.595
4.747999999999999,44.583
1.342,57.668
0.9859999999999999,37.274
0.5900000000000001,37.504000000000005
7.466,44.485
4.122,42.410999999999994
0.8180000000000001,51.28
0.448,49.192
29.213,69.498
1.13,40.434
0.516,39.257
4.027,49.741
5.497,57.448
0.32699999999999996,43.786
0.374,41.603
16.57,64.601
0.326,40.065000000000005
8.559000000000001,60.555
2.026,57.641999999999996
1.1509999999999998,38.623999999999995
0.9460000000000001,54.4
0.365,42.28
0.326,42.565
0.40900000000000003,39.175000000000004
0.597,42.774
1.7080000000000002,46.687
0.734,40.172
0.311,50.791000000000004
0.971,38.971
0.8809999999999999,41.917
1.6969999999999998,39.519999999999996
10.437,53.365
7.155,49.952999999999996
6.298,47.969
32.131,70.80300000000001
0.297,36.99
0.46099999999999997,45.673
5.781,44.257
5.556,44.367
0.337,40.861000000000004
0.342,43.131
0.289,47.7
5.577999999999999,57.394
32.154,68.637
51.109,88.09
0.34600000000000003,37.553999999999995
0.285,40.963
0.467,39.494
0.296,53.123
0.299,43.073
8.116,53.864000000000004
0.465,42.416000000000004
27.789,71.435
0.41300000000000003,45.406
28.923000000000002,71.662
4.14,47.510999999999996
0.507,43.727000000000004
7.37,47.394
0.29500000000000004,49.382000000000005
8.953,59.575
0.8009999999999999,44.435
9.407,64.69900000000001
0.919,50.431
0.773,45.123999999999995
22.806,78.974
0.379,54.283
10.14,2021.6090000000002
5.563000000000001,108.13000000000001
0.421,41.162
2.657,52.476
2.4,62.385999999999996
0.824,51.422000000000004
1.0790000000000002,48.65
0.301,44.857
7.361000000000001,46.991
0.363,41.010999999999996
13.805,55.356
10.126,54.396
8.309000000000001,62.008
5.91,51.212
0.525,44.879000000000005
3.453,61.586
0.367,42.875
0.42000000000000004,40.627
1.34,41.116
34.656,80.0
0.35100000000000003,39.249
0.475,73.974
0.324,42.429
10.371,47.929
3.212,43.647
0.969,40.48800000000001
0.726,1972.57
4.834,55.557
0.304,39.156000000000006
0.28800000000000003,43.488
27.267,69.574
9.828,55.849000000000004
2.954,46.546
0.374,36.692
1.149,38.931
0.475,40.679
0.5569999999999999,42.0
0.829,47.291
0.367,43.342
0.39,38.741
1.048,38.728
0.594,47.999
0.317,64.822
0.375,52.185
1.682,40.489999999999995
1.737,40.764
0.366,38.614999999999995
1.246,38.322
0.713,41.230999999999995
0.7649999999999999,37.785
0.589,45.524
0.428,41.876
0.575,45.919000000000004
0.617,42.336999999999996
4.836,47.711999999999996
32.175000000000004,71.854
0.516,37.12
0.435,39.154
0.318,39.46
0.439,40.635
0.26899999999999996,37.528999999999996
1.799,39.819
2.3240000000000003,38.907
0.5720000000000001,38.052
0.421,52.146
0.8009999999999999,40.01
0.364,48.373
0.925,39.585
1.171,42.157
0.375,39.516000000000005
1.468,42.098
82.62700000000001,121.821
21.297,63.92399999999999
12.134,54.058
2.563,42.646
7.8759999999999994,45.855
0.306,41.171
0.337,47.660000000000004
6.562,45.809999999999995
6.455,45.629000000000005
0.39,40.635999999999996
0.325,39.489000000000004
0.315,39.086999999999996
0.9219999999999999,48.242
0.305,46.718
0.322,51.352000000000004
8.22,52.623000000000005
0.422,54.593999999999994
1.2910000000000001,53.89
0.58,48.476
8.753,55.384
0.889,1927.368
0.46599999999999997,39.997
4.178,43.018
3.9769999999999994,72.45
0.455,39.055
6.478000000000001,45.219
10.171,49.141
0.588,58.739
0.54,54.833
0.326,38.305
7.581,59.253
51.776999999999994,89.369
0.28600000000000003,41.309
32.230000000000004,73.029
50.491,90.473
0.38699999999999996,41.552
6.753,50.894
5.489,58.160999999999994
0.639,1981.16
9.725,48.942
0.421,36.672000000000004
0.62,37.902
3.8899999999999997,40.99
27.683,92.771
28.829,69.517
0.426,39.690999999999995
6.309,47.955
0.368,40.129999999999995
2.617,41.744
15.379999999999999,61.949
0.472,53.522
0.8540000000000001,57.859
8.546,62.70199999999999
9.081000000000001,49.671
23.855999999999998,66.26700000000001
2.0669999999999997,65.172
2.2880000000000003,44.248999999999995
13.51,56.145
1.287,42.808
73.556,115.96900000000001
24.500999999999998,66.87400000000001
0.8099999999999999,41.882999999999996
0.434,42.385
21.987,58.971999999999994
1.646,38.879999999999995
26.673,68.773
0.305,42.651
2.7039999999999997,40.649
6.798,44.787
0.365,53.98
32.230000000000004,69.826
0.395,39.393
0.34099999999999997,40.473
9.949,48.327000000000005
0.992,43.484
51.409000000000006,87.588
7.35,54.242
0.319,46.259
0.39,55.012
2.555,45.002
0.40700000000000003,80.736
28.887,69.17099999999999
0.313,43.204
0.432,42.731
0.42000000000000004,45.751
35.527,86.43599999999999
0.5559999999999999,49.376999999999995
0.42000000000000004,38.756
0.322,41.326
4.157,51.646
0.376,38.782
10.206,49.045
0.312,41.114
32.655,75.09200000000001
4.005,53.027
0.518,42.076
0.703,59.333
0.294,42.179
0.383,42.219
1.027,38.697
32.262,1652.8220000000001
1.035,40.548
0.444,39.495000000000005
1.057,41.147999999999996
51.19,110.881
0.345,131.898
0.907,444.906
0.912,41.289
3.9029999999999996,43.623000000000005
0.709,147.529
0.325,40.092999999999996
37.879000000000005,78.998
0.412,53.024
6.563000000000001,50.303
4.5360000000000005,45.127
0.391,39.716
6.6579999999999995,49.605000000000004
3.474,42.507000000000005
0.46099999999999997,44.462
0.541,39.737
7.9399999999999995,49.565
0.694,40.73800000000001
1.784,38.822
2.878,102.453
0.32899999999999996,42.410000000000004
0.559,38.522
0.393,36.878
0.482,40.336999999999996
0.3,37.900999999999996
