Time to generate a test,Time to run a test
10.728,58.324
6.382,48.811
57.402,97.714
0.376,40.497
0.34,42.428
0.40700000000000003,39.928
0.9890000000000001,41.506
33.083,71.08200000000001
0.40299999999999997,47.656
0.53,42.626999999999995
5.767,1973.2430000000002
0.35300000000000004,432.73499999999996
0.93,53.024
0.35100000000000003,43.382
1.103,40.629
1.6520000000000001,51.108000000000004
0.31,46.899
0.38,39.809999999999995
10.501999999999999,57.861000000000004
2.5509999999999997,42.603
0.608,38.205999999999996
45.571,83.203
0.739,38.517
0.426,2011.2169999999999
5.103,41.589
0.8,42.163
5.587,44.312999999999995
0.45199999999999996,38.510000000000005
0.44,38.163000000000004
9.613999999999999,46.877
0.519,38.536
2.521,47.943
0.331,44.272
3.765,43.501
2.5309999999999997,40.803
37.025000000000006,78.967
9.896,57.445
3.8379999999999996,45.212
0.5609999999999999,38.913999999999994
3.494,43.725
2.6940000000000004,51.625
6.652,44.148
4.630999999999999,44.901
1.203,36.922000000000004
0.299,40.716
0.781,40.102
7.571,50.64
0.32699999999999996,40.693
0.36900000000000005,38.616
0.446,39.194
7.842999999999999,47.782
4.776,40.967000000000006
1.0759999999999998,40.683
6.601,48.571000000000005
0.455,40.27
0.313,39.771
0.517,38.885999999999996
0.34099999999999997,38.468
0.47,38.303
5.627,42.826
0.386,40.231
0.317,38.074
0.40900000000000003,37.274
0.289,37.48
1.274,37.692
4.889,44.288000000000004
1.01,38.543
0.34600000000000003,39.127
0.503,40.825
0.521,46.862
0.28400000000000003,37.693999999999996
0.434,42.939
0.453,38.301
0.393,39.583
0.289,40.435
4.841,49.177
8.404,47.47
0.382,43.988
0.462,36.876
0.812,37.784
0.614,37.491
11.873,53.295
1.0579999999999998,40.088
19.407,65.129
33.878,79.163
1.044,39.308
0.506,42.03
0.47800000000000004,37.869
0.435,39.690000000000005
0.51,38.377
4.779,41.207
0.5519999999999999,37.136
0.416,44.732
0.434,40.003
0.662,37.017
5.876,54.177
0.415,49.145
3.357,41.272999999999996
0.5820000000000001,38.913999999999994
5.37,42.215999999999994
2.578,2027.7980000000002
0.33399999999999996,153.168
0.41800000000000004,114.326
3.186,57.518
6.404,49.660000000000004
0.46099999999999997,39.882
0.569,41.959
26.469,67.244
0.611,42.652
0.465,41.716
5.414000000000001,45.726000000000006
3.689,42.128
0.331,38.443
4.585999999999999,45.31
0.944,42.699
0.45,38.712999999999994
0.5519999999999999,43.511
1.2979999999999998,40.662
5.039,46.171
0.475,44.003
0.465,39.928
0.419,38.777
0.9520000000000001,42.062000000000005
4.039,61.23
1.88,56.227
0.732,38.24
0.924,37.852
0.386,38.233999999999995
0.364,37.400000000000006
0.49299999999999994,38.623999999999995
4.717,47.336999999999996
0.446,38.196
0.37,39.421
1.166,38.735
0.30200000000000005,37.627
0.458,39.114999999999995
0.796,37.757
0.425,41.464
1.51,109.038
0.439,37.106
1.1139999999999999,40.352
0.425,38.635000000000005
0.761,40.102
0.9169999999999999,38.226000000000006
9.995000000000001,52.266
0.425,38.512
0.395,41.422
0.315,44.532000000000004
1.204,42.674
0.289,40.721000000000004
0.46299999999999997,39.489000000000004
1.304,40.062
0.937,46.882
0.304,37.017
0.47,36.988
7.424,42.838
0.915,38.546
1.637,39.565999999999995
0.537,40.374
7.707999999999999,45.729
0.43,41.852000000000004
0.315,37.547
10.271,48.675999999999995
0.345,38.822
5.042,58.553000000000004
6.776,51.254
51.204,91.264
0.318,38.657
2.781,58.747
0.347,40.646
50.605,88.72
32.21,69.57900000000001
6.263,50.028999999999996
2.8249999999999997,41.795
2.369,40.037000000000006
0.481,41.533
0.481,49.641
46.308,85.11399999999999
1.032,39.184
29.893,70.283
28.761,67.676
0.36200000000000004,39.369
3.572,57.909
0.301,39.966
1.132,41.82
1.195,38.629
0.46799999999999997,42.56999999999999
0.48899999999999993,37.608999999999995
6.939,49.001999999999995
0.611,37.86
24.643,63.681000000000004
2.574,62.362
0.305,38.372
0.9380000000000001,39.599000000000004
0.299,37.087
1.501,53.911
0.318,37.996
1.168,36.928000000000004
0.36000000000000004,38.312
0.8540000000000001,36.23500000000001
1.934,41.321
1.321,37.248999999999995
0.356,37.053999999999995
0.442,36.786
0.317,39.156000000000006
0.45199999999999996,37.127
0.602,36.558
0.44499999999999995,38.763
4.83,44.08
0.46900000000000003,37.562
1.389,36.927
0.484,38.492
0.323,36.155
5.0569999999999995,45.129000000000005
